tipo;data;descricao;uf;município;codigo ibge
MUNICIPAL;13/05/2018;FERIADO MUNICIPAL;MG;MANHUMIRIM;3139508
MUNICIPAL;14/09/2018;FERIADO RELIGIOSO;MG;MANHUMIRIM;3139508
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;MANTENA;3139607
MUNICIPAL;16/07/2018;FERIADO RELIGIOSO;MG;MARIANA;3140001
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;MARIANA;3140001
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MG;MATEUS LEME;3140704
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;MATEUS LEME;3140704
MUNICIPAL;14/09/2018;FERIADO RELIGIOSO;MG;MATOZINHOS;3141108
MUNICIPAL;17/09/2018;FERIADO RELIGIOSO;MG;MATOZINHOS;3141108
MUNICIPAL;29/03/2018;FERIADO MUNICIPAL;MG;MONTE AZUL;3142908
MUNICIPAL;24/06/2018;FERIADO MUNICIPAL;MG;MONTE AZUL;3142908
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;MONTE AZUL;3142908
MUNICIPAL;16/07/2018;FERIADO RELIGIOSO;MG;MONTE CARMELO;3143104
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;MONTE CARMELO;3143104
MUNICIPAL;06/10/2018;FERIADO RELIGIOSO;MG;MONTE CARMELO;3143104
MUNICIPAL;06/01/2018;FERIADO RELIGIOSO;MG;MONTE SANTO DE MINAS;3143203
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;MG;MURIAE;3143906
MUNICIPAL;17/06/2018;FERIADO RELIGIOSO;MG;MUTUM;3144003
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;MUTUM;3144003
MUNICIPAL;19/03/2018;FERIADO MUNICIPAL;MG;MUZAMBINHO;3144102
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;NANUQUE;3144300
MUNICIPAL;16/05/2018;FERIADO RELIGIOSO;MG;NEPOMUCENO;3144607
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;NEPOMUCENO;3144607
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;MG;NOVA ERA;3144706
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;NOVA ERA;3144706
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;NOVA LIMA;3144805
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;NOVA LIMA;3144805
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;MG;NOVA SERRANA;3145208
MUNICIPAL;11/07/2018;FERIADO RELIGIOSO;MG;NOVO CRUZEIRO;3145307
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;OLIVEIRA;3145604
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;OLIVEIRA;3145604
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MG;OURO BRANCO;3145901
MUNICIPAL;13/05/2018;FERIADO MUNICIPAL;MG;OURO FINO;3146008
MUNICIPAL;08/07/2018;FERIADO RELIGIOSO;MG;OURO PRETO;3146107
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;OURO PRETO;3146107
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;MG;PALMA;3146701
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;PALMA;3146701
MUNICIPAL;13/12/2018;FERIADO RELIGIOSO;MG;PALMA;3146701
MUNICIPAL;15/09/2018;FERIADO RELIGIOSO;MG;PARA DE MINAS;3147105
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;PARA DE MINAS;3147105
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MG;PARACATU;3147006
MUNICIPAL;06/08/2018;FERIADO RELIGIOSO;MG;PASSOS;3147907
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MG;PATOS DE MINAS;3148004
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;PATOS DE MINAS;3148004
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;PATROCINIO;3148103
MUNICIPAL;08/09/2018;FERIADO RELIGIOSO;MG;PATROCINIO;3148103
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MG;PECANHA;3148608
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;PECANHA;3148608
MUNICIPAL;24/06/2018;FERIADO MUNICIPAL;MG;PEDRA AZUL;3148707
MUNICIPAL;01/11/2018;FERIADO MUNICIPAL;MG;PEDRA AZUL;3148707
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;PEDRA AZUL;3148707
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;PEDRO LEOPOLDO;3149309
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;PEDRO LEOPOLDO;3149309
MUNICIPAL;20/01/2018;FERIADO MUNICIPAL;MG;PIRAPORA;3151206
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;PITANGUI;3151404
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;PITANGUI;3151404
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;PIUMHI;3151503
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;PIUMHI;3151503
MUNICIPAL;13/05/2018;FERIADO RELIGIOSO;MG;POCOS DE CALDAS;3151800
MUNICIPAL;06/11/2018;FERIADO RELIGIOSO;MG;POCOS DE CALDAS;3151800
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;POMPEU;3152006
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;MG;PONTE NOVA;3152105
MUNICIPAL;06/01/2018;FERIADO MUNICIPAL;MG;PORTEIRINHA;3152204
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;MG;PORTEIRINHA;3152204
MUNICIPAL;06/08/2018;FERIADO MUNICIPAL;MG;POUSO ALEGRE;3152501
MUNICIPAL;19/10/2018;FERIADO RELIGIOSO;MG;POUSO ALEGRE;3152501
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;MG;PRATA;3152808
MUNICIPAL;16/07/2018;FERIADO RELIGIOSO;MG;PRATA;3152808
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;RAPOSOS;3153905
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;RAPOSOS;3153905
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;MG;RAUL SOARES;3154002
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;RAUL SOARES;3154002
MUNICIPAL;05/08/2018;FERIADO RELIGIOSO;MG;RIBEIRAO DAS NEVES;3154606
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;RIBEIRAO DAS NEVES;3154606
MUNICIPAL;29/03/2018;FERIADO MUNICIPAL;MG;RIO PARDO DE MINAS;3155603
MUNICIPAL;24/06/2018;FERIADO MUNICIPAL;MG;RIO PARDO DE MINAS;3155603
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;RIO PARDO DE MINAS;3155603
MUNICIPAL;17/07/2018;FERIADO RELIGIOSO;MG;SABARA;3156700
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;SABARA;3156700
MUNICIPAL;31/05/2018;FERIADO RELIGIOSO;MG;SACRAMENTO;3156908
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;SACRAMENTO;3156908
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;SACRAMENTO;3156908
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MG;SALINAS;3157005
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;MG;SALINAS;3157005
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MG;SANTA BARBARA;3157203
MUNICIPAL;04/12/2018;FERIADO RELIGIOSO;MG;SANTA BARBARA;3157203
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;SANTA LUZIA;3157807
MUNICIPAL;13/12/2018;FERIADO RELIGIOSO;MG;SANTA LUZIA;3157807
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;SANTA MARIA DO SUACUI;3158201
MUNICIPAL;21/09/2018;FERIADO MUNICIPAL;MG;SANTA MARIA DO SUACUI;3158201
MUNICIPAL;22/05/2018;FERIADO MUNICIPAL;MG;SANTA RITA DO SAPUCAI;3159605
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MG;SANTO ANTONIO DO MONTE;3160405
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;SANTO ANTONIO DO MONTE;3160405
MUNICIPAL;29/09/2018;FERIADO RELIGIOSO;MG;SANTOS DUMONT;3160702
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;MG;SAO FRANCISCO;3161106
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;SAO FRANCISCO;3161106
MUNICIPAL;10/01/2018;FERIADO RELIGIOSO;MG;SAO GONCALO DO SAPUCAI;3162005
MUNICIPAL;22/05/2018;FERIADO MUNICIPAL;MG;SAO GONCALO DO SAPUCAI;3162005
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;MG;SAO GOTARDO;3162104
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;SAO GOTARDO;3162104
MUNICIPAL;24/06/2018;FERIADO MUNICIPAL;MG;SAO JOAO DA PONTE;3162401
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;SAO JOAO DEL REI;3162500
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;SAO JOAO DEL REI;3162500
MUNICIPAL;29/06/2018;FERIADO MUNICIPAL;MG;SAO JOAO DO PARAISO;3162708
MUNICIPAL;06/08/2018;FERIADO RELIGIOSO;MG;SAO JOAO DO PARAISO;3162708
MUNICIPAL;01/11/2018;FERIADO MUNICIPAL;MG;SAO JOAO DO PARAISO;3162708
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;SAO JOAO EVANGELISTA;3162807
MUNICIPAL;27/12/2018;FERIADO RELIGIOSO;MG;SAO JOAO EVANGELISTA;3162807
MUNICIPAL;16/05/2018;FERIADO RELIGIOSO;MG;SAO JOAO NEPOMUCENO;3162906
MUNICIPAL;10/08/2018;FERIADO RELIGIOSO;MG;SAO LOURENCO;3163706
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;MG;SAO SEBASTIAO DO PARAISO;3164704
MUNICIPAL;23/08/2018;FERIADO RELIGIOSO;MG;SARZEDO;3165537
MUNICIPAL;02/07/2018;FERIADO MUNICIPAL;MG;SERRO;3167103
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;SERRO;3167103
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MG;SETE LAGOAS;3167202
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;SETE LAGOAS;3167202
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;MG;TAIOBEIRAS;3168002
MUNICIPAL;13/05/2018;FERIADO RELIGIOSO;MG;TAIOBEIRAS;3168002
MUNICIPAL;24/06/2018;FERIADO MUNICIPAL;MG;TAIOBEIRAS;3168002
MUNICIPAL;29/06/2018;FERIADO MUNICIPAL;MG;TEOFILO OTONI;3168606
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;TEOFILO OTONI;3168606
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;TIMOTEO;3168705
MUNICIPAL;23/09/2018;FERIADO RELIGIOSO;MG;TRES PONTAS;3169406
MUNICIPAL;01/06/2018;FERIADO RELIGIOSO;MG;TUPACIGUARA;3169604
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;TUPACIGUARA;3169604
MUNICIPAL;19/09/2018;FERIADO RELIGIOSO;MG;UBA;3169901
MUNICIPAL;07/10/2018;FERIADO RELIGIOSO;MG;UBA;3169901
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;UBERABA;3170107
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;UBERLANDIA;3170206
MUNICIPAL;31/08/2018;FERIADO RELIGIOSO;MG;UBERLANDIA;3170206
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;VARGINHA;3170701
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;VARZEA DA PALMA;3170800
MUNICIPAL;11/02/2018;FERIADO RELIGIOSO;MG;VESPASIANO;3171204
MUNICIPAL;22/05/2018;FERIADO RELIGIOSO;MG;VICOSA;3171303
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MG;VISCONDE DO RIO BRANCO;3172004
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;MG;VISCONDE DO RIO BRANCO;3172004
MUNICIPAL;24/05/2018;FERIADO RELIGIOSO;MS;AMAMBAI;5000609
MUNICIPAL;28/09/2018;DIA DO MUNICÍPIO;MS;AMAMBAI;5000609
MUNICIPAL;11/02/2018;FERIADO RELIGIOSO;MS;ANASTACIO;5000708
MUNICIPAL;08/05/2018;FERIADO MUNICIPAL;MS;ANASTACIO;5000708
MUNICIPAL;28/09/2018;FERIADO MUNICIPAL;MS;APARECIDA DO TABOADO;5001003
MUNICIPAL;15/08/2018;FERIADO MUNICIPAL;MS;AQUIDAUANA;5001102
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MS;AQUIDAUANA;5001102
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;MS;BATAGUASSU;5001904
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MS;BATAGUASSU;5001904
MUNICIPAL;20/07/2018;FERIADO MUNICIPAL;MS;BELA VISTA;5002100
MUNICIPAL;01/08/2018;FERIADO RELIGIOSO;MS;BELA VISTA;5002100
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MS;BELA VISTA;5002100
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;MS;BONITO;5002209
MUNICIPAL;02/10/2018;FERIADO MUNICIPAL;MS;BONITO;5002209
MUNICIPAL;25/04/2018;FERIADO MUNICIPAL;MS;BRASILANDIA;5002308
MUNICIPAL;06/08/2018;FERIADO RELIGIOSO;MS;CAARAPO;5002407
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MS;CAMPO GRANDE;5002704
MUNICIPAL;26/08/2018;FERIADO MUNICIPAL;MS;CAMPO GRANDE;5002704
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;MS;CASSILANDIA;5002902
MUNICIPAL;03/08/2018;FERIADO MUNICIPAL;MS;CASSILANDIA;5002902
MUNICIPAL;02/02/2018;FERIADO RELIGIOSO;MS;CORUMBA;5003207
MUNICIPAL;13/06/2018;FERIADO MUNICIPAL;MS;CORUMBA;5003207
MUNICIPAL;21/09/2018;FERIADO MUNICIPAL;MS;CORUMBA;5003207
MUNICIPAL;12/05/2018;FERIADO MUNICIPAL;MS;COSTA RICA;5003256
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MS;COSTA RICA;5003256
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;MS;COXIM;5003306
MUNICIPAL;11/04/2018;FERIADO MUNICIPAL;MS;COXIM;5003306
MUNICIPAL;13/05/2018;DIA DO MUNICÍPIO;MS;DEODAPOLIS;5003454
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MS;DOURADOS;5003702
MUNICIPAL;13/05/2018;FERIADO RELIGIOSO;MS;FATIMA DO SUL;5003801
MUNICIPAL;09/07/2018;DIA DO MUNICÍPIO;MS;FATIMA DO SUL;5003801
MUNICIPAL;08/05/2018;DIA DO MUNICÍPIO;MS;IGUATEMI;5004304
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MS;IGUATEMI;5004304
MUNICIPAL;25/01/2018;FERIADO RELIGIOSO;MS;IVINHEMA;5004700
MUNICIPAL;14/05/2018;FERIADO MUNICIPAL;MS;JARDIM;5005004
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MS;JARDIM;5005004
MUNICIPAL;11/06/2018;DIA DO MUNICÍPIO;MS;MARACAJU;5005400
MUNICIPAL;16/07/2018;FERIADO MUNICIPAL;MS;MIRANDA;5005608
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MS;MIRANDA;5005608
MUNICIPAL;13/05/2018;DIA DO MUNICÍPIO;MS;MUNDO NOVO;5005681
MUNICIPAL;27/11/2018;FERIADO RELIGIOSO;MS;MUNDO NOVO;5005681
MUNICIPAL;13/05/2018;FERIADO RELIGIOSO;MS;NAVIRAI;5005707
MUNICIPAL;30/04/2018;FERIADO MUNICIPAL;MS;NOVA ANDRADINA;5006200
MUNICIPAL;04/07/2018;FERIADO MUNICIPAL;MS;PARANAIBA;5006309
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;MS;PARANAIBA;5006309
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;MS;PONTA PORA;5006606
MUNICIPAL;18/07/2018;DIA DO MUNICÍPIO;MS;PONTA PORA;5006606
MUNICIPAL;26/09/2018;DIA DO MUNICÍPIO;MS;RIO BRILHANTE;5007208
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MS;RIO BRILHANTE;5007208
MUNICIPAL;24/05/2018;FERIADO RELIGIOSO;MS;RIO VERDE DE MATO GROSSO;5007406
MUNICIPAL;12/05/2018;FERIADO MUNICIPAL;MS;SAO GABRIEL DO OESTE;5007695
MUNICIPAL;29/09/2018;FERIADO RELIGIOSO;MS;SAO GABRIEL DO OESTE;5007695
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MS;SIDROLANDIA;5007901
MUNICIPAL;15/06/2018;FERIADO MUNICIPAL;MS;TRES LAGOAS;5008305
MUNICIPAL;09/07/2018;DIA DO MUNICÍPIO;MT;AGUA BOA;5100201
MUNICIPAL;19/05/2018;FERIADO MUNICIPAL;MT;ALTA FLORESTA;5100250
MUNICIPAL;24/05/2018;FERIADO RELIGIOSO;MT;ALTO ARAGUAIA;5100300
MUNICIPAL;26/10/2018;DIA DO MUNICÍPIO;MT;ALTO ARAGUAIA;5100300
MUNICIPAL;19/04/2018;DIA DO MUNICÍPIO;MT;BARRA DO BUGRES;5101704
MUNICIPAL;14/09/2018;FERIADO RELIGIOSO;MT;BARRA DO BUGRES;5101704
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MT;BARRA DO GARCAS;5101803
MUNICIPAL;15/10/2018;DIA DO MUNICÍPIO;MT;BARRA DO GARCAS;5101803
MUNICIPAL;04/07/2018;DIA DO MUNICÍPIO;MT;CAMPO NOVO DO PARECIS;5102637
MUNICIPAL;04/07/2018;DIA DO MUNICÍPIO;MT;CAMPO VERDE;5102678
MUNICIPAL;25/07/2018;FERIADO RELIGIOSO;MT;CAMPO VERDE;5102678
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;MT;COLIDER;5103205
MUNICIPAL;31/10/2018;FERIADO RELIGIOSO;MT;COLNIZA;5103254
MUNICIPAL;29/07/2018;DIA DO MUNICÍPIO;MT;CONFRESA;5103353
MUNICIPAL;08/04/2018;DIA DO MUNICÍPIO;MT;CUIABA;5103403
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MT;CUIABA;5103403
MUNICIPAL;18/09/2018;DIA DO MUNICÍPIO;MT;DIAMANTINO;5103502
MUNICIPAL;02/06/2018;FERIADO MUNICIPAL;MT;GUARANTA DO NORTE;5104104
MUNICIPAL;07/10/2018;FERIADO RELIGIOSO;MT;GUARANTA DO NORTE;5104104
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;MT;JACIARA;5104807
MUNICIPAL;21/10/2018;DIA DO MUNICÍPIO;MT;JACIARA;5104807
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;MT;JUARA;5105101
MUNICIPAL;09/05/2018;FERIADO MUNICIPAL;MT;JUINA;5105150
MUNICIPAL;23/06/2018;FERIADO RELIGIOSO;MT;JUINA;5105150
MUNICIPAL;13/05/2018;FERIADO RELIGIOSO;MT;LUCAS DO RIO VERDE;5105259
MUNICIPAL;05/08/2018;FERIADO MUNICIPAL;MT;LUCAS DO RIO VERDE;5105259
MUNICIPAL;04/07/2018;FERIADO MUNICIPAL;MT;MATUPA;5105606
MUNICIPAL;25/07/2018;FERIADO RELIGIOSO;MT;MATUPA;5105606
MUNICIPAL;27/02/2018;FERIADO MUNICIPAL;MT;MIRASSOL D OESTE;5105622
MUNICIPAL;14/05/2018;DIA DO MUNICÍPIO;MT;MIRASSOL D OESTE;5105622
MUNICIPAL;04/07/2018;FERIADO MUNICIPAL;MT;NOVA MUTUM;5106224
MUNICIPAL;14/04/2018;DIA DO MUNICÍPIO;MT;NOVA XAVANTINA;5106257
MUNICIPAL;27/11/2018;FERIADO RELIGIOSO;MT;NOVA XAVANTINA;5106257
MUNICIPAL;13/05/2018;FERIADO MUNICIPAL;MT;PEIXOTO DE AZEVEDO;5106422
MUNICIPAL;21/01/2018;DIA DO MUNICÍPIO;MT;POCONE;5106505
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MT;POCONE;5106505
MUNICIPAL;05/05/2018;DIA DO MUNICÍPIO;MT;PONTES E LACERDA;5106752
MUNICIPAL;13/05/2018;DIA DO MUNICÍPIO;MT;PRIMAVERA DO LESTE;5107040
MUNICIPAL;25/07/2018;FERIADO RELIGIOSO;MT;PRIMAVERA DO LESTE;5107040
MUNICIPAL;10/12/2018;DIA DO MUNICÍPIO;MT;RONDONOPOLIS;5107602
MUNICIPAL;25/06/2018;DIA DO MUNICÍPIO;MT;ROSARIO OESTE;5107701
MUNICIPAL;13/05/2018;DIA DO MUNICÍPIO;MT;SAO FELIX DO ARAGUAIA;5107859
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MT;SAO FELIX DO ARAGUAIA;5107859
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MT;SINOP;5107909
MUNICIPAL;14/09/2018;FERIADO MUNICIPAL;MT;SINOP;5107909
MUNICIPAL;13/05/2018;FERIADO MUNICIPAL;MT;SORRISO;5107925
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;MT;SORRISO;5107925
MUNICIPAL;13/05/2018;DIA DO MUNICÍPIO;MT;TANGARA DA SERRA;5107958
MUNICIPAL;15/05/2018;DIA DO MUNICÍPIO;MT;VARZEA GRANDE;5108402
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MT;VARZEA GRANDE;5108402
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;PA;ABAETETUBA;1500107
MUNICIPAL;20/01/2018;FERIADO MUNICIPAL;PA;ALTAMIRA;1500602
MUNICIPAL;03/01/2018;DIA DO MUNICÍPIO;PA;ANANINDEUA;1500800
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;PA;ANANINDEUA;1500800
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;PA;BELEM;1501402
MUNICIPAL;16/07/2018;FERIADO RELIGIOSO;PA;BENEVIDES;1501501
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;PA;BENEVIDES;1501501
MUNICIPAL;08/07/2018;FERIADO MUNICIPAL;PA;BRAGANCA;1501709
MUNICIPAL;07/10/2018;FERIADO RELIGIOSO;PA;BRAGANCA;1501709
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;PA;BRAGANCA;1501709
MUNICIPAL;26/12/2018;FERIADO RELIGIOSO;PA;BRAGANCA;1501709
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;PA;BREVES;1501808
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;PA;BREVES;1501808
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;PA;CAMETA;1502103
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;PA;CAPANEMA;1502202
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;PA;CAPANEMA;1502202
MUNICIPAL;05/07/2018;FERIADO RELIGIOSO;PA;CAPITAO POCO;1502301
MUNICIPAL;28/01/2018;DIA DO MUNICÍPIO;PA;CASTANHAL;1502400
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;PA;CASTANHAL;1502400
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;PA;CASTANHAL;1502400
MUNICIPAL;30/05/2018;FERIADO MUNICIPAL;PA;CONCEICAO DO ARAGUAIA;1502707
MUNICIPAL;14/05/2018;DIA DO MUNICÍPIO;PA;CURUCA;1502905
MUNICIPAL;04/10/2018;FERIADO MUNICIPAL;PA;CURUCA;1502905
MUNICIPAL;10/08/2018;FERIADO MUNICIPAL;PA;GARRAFAO DO NORTE;1503077
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;PA;GARRAFAO DO NORTE;1503077
MUNICIPAL;17/09/2018;FERIADO MUNICIPAL;PA;GOIANESIA DO PARA;1503093
MUNICIPAL;30/10/2018;FERIADO RELIGIOSO;PA;GOIANESIA DO PARA;1503093
MUNICIPAL;26/10/2018;FERIADO MUNICIPAL;PA;IGARAPE-ACU;1503200
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;PA;IGARAPE-ACU;1503200
MUNICIPAL;26/07/2018;FERIADO MUNICIPAL;PA;ITAITUBA;1503606
MUNICIPAL;15/12/2018;FERIADO MUNICIPAL;PA;ITAITUBA;1503606
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;PA;JACUNDA;1503804
MUNICIPAL;11/05/2018;DIA DO MUNICÍPIO;PA;MAE DO RIO;1504059
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;PA;MAE DO RIO;1504059
MUNICIPAL;20/11/2018;FERIADO RELIGIOSO;PA;MARABA;1504208
MUNICIPAL;28/05/2018;DIA DO MUNICÍPIO;PA;MARACANA;1504307
MUNICIPAL;29/09/2018;FERIADO RELIGIOSO;PA;MARACANA;1504307
MUNICIPAL;28/08/2018;FERIADO MUNICIPAL;PA;MOJU;1504703
MUNICIPAL;22/05/2018;FERIADO RELIGIOSO;PA;OURILANDIA DO NORTE;1505437
MUNICIPAL;15/06/2018;DIA DO MUNICÍPIO;PA;OURILANDIA DO NORTE;1505437
MUNICIPAL;23/01/2018;DIA DO MUNICÍPIO;PA;PARAGOMINAS;1505502
MUNICIPAL;19/11/2018;FERIADO MUNICIPAL;PA;PORTO DE MOZ;1505908
MUNICIPAL;14/09/2018;FERIADO RELIGIOSO;PA;REDENCAO;1506138
MUNICIPAL;08/09/2018;FERIADO RELIGIOSO;PA;SALINOPOLIS;1506203
MUNICIPAL;22/10/2018;DIA DO MUNICÍPIO;PA;SALINOPOLIS;1506203
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;PA;SANTA IZABEL DO PARA;1506500
MUNICIPAL;22/06/2018;FERIADO MUNICIPAL;PA;SANTAREM;1506807
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;PA;SANTAREM;1506807
MUNICIPAL;10/05/2018;DIA DO MUNICÍPIO;PA;SAO GERALDO DO ARAGUAIA;1507458
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;PA;SAO GERALDO DO ARAGUAIA;1507458
MUNICIPAL;31/10/2018;FERIADO MUNICIPAL;PA;TUCURUI;1508100
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;PA;VIGIA;1508209
MUNICIPAL;05/08/2018;FERIADO RELIGIOSO;PA;VIGIA;1508209
MUNICIPAL;02/10/2018;FERIADO MUNICIPAL;PA;VIGIA;1508209
MUNICIPAL;06/07/2018;DIA DO MUNICÍPIO;PA;VISEU;1508308
MUNICIPAL;19/11/2018;FERIADO RELIGIOSO;PA;VISEU;1508308
MUNICIPAL;13/05/2018;DIA DO MUNICÍPIO;PA;XINGUARA;1508407
MUNICIPAL;02/02/2018;FERIADO RELIGIOSO;PB;ALAGOA GRANDE;2500304
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;PB;ALAGOA GRANDE;2500304
